-1,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
7209,BRB Hospital Information Center,23.8950971,89.1137636,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kushtia - Jhenaidah Highway,ChIJowjOGYyX_jkRjZ_0tHX6Tkw,"V4W7+2G Kushtia, Bangladesh",7MMFV4W7+2G
7210,Baliapur Community Clinick,22.5396716,89.1135508,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Assasuni,ChIJAWiZq2zeAToRrad8Q1RIfgs,"G4Q7+VC Assasuni, Bangladesh",7MJFG4Q7+VC
7211,K H Memorial Hospital,25.3996126,89.1134166,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dolar dorga Bazar,ChIJAfBi2-vH_DkRmJRp3KqVkKg,"94X7+R9 Daudpur, Bangladesh",7MQF94X7+R9
7212,Choudhury Nurun Nahar General Hospital,23.8928091,89.1125854,4.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Fultola, Kushtia",ChIJYWHg6zeW_jkR4ythViTL8c4,"V4V7+42 Kushtia, Bangladesh",7MMFV4V7+42
7214,Nurun Nahar General Hospital,23.8930441,89.1124054,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Tariful Islam House, 14 Kushtia - Jhenaidah Highway, Kushtia",ChIJ8zoFDTSX_jkRnEjHO6W-jTk,"V4V6+6X Kushtia, Bangladesh",7MMFV4V6+6X
7215,Clinic,23.8906995,89.1099368,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kustia Sadar Upazila,ChIJkSyoDnWX_jkRcSRxmNPG2Ec,"V4R5+7X Kushtia, Bangladesh",7MMFV4R5+7X
7216,Upuzilla Health Complex,23.104204,89.1097825,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhikargacha,ChIJzeSNwA0W_zkRYCWhPIZix-c,"4435+MW Jhikargacha, Bangladesh",7MMF4435+MW
7217,Jhikargacha Govt. Hospital,23.1044828,89.1096115,4.3,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhikargacha,ChIJy5cS6g0W_zkRsvV5CiG-RMs,"4435+QR Jhikargacha, Bangladesh",7MMF4435+QR
7218,Safirhat Community Clinic,26.2572402,89.1094636,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Baura,ChIJXxRgpz4N4zkRUg28AWEAVOM,"7445+VQ Baura, Bangladesh",7MRF7445+VQ
7219,AL-SHEFA DIAGNOSTIC CENTRE,25.0380091,89.1086477,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Khetlal,ChIJ7RPs5xHz_DkRnIWpg2S5GZM,"24Q5+6F Khetlal, Bangladesh",7MQF24Q5+6F
7220,Tirail community clinic,24.3192926,89.1082983,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJ_-z8Recj_DkRq0Qhl9PuaEA,"8495+P8 Joari, Bangladesh",7MPF8495+P8
7221,Jhikorgachha eye hospital,23.106651,89.108027,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Jessore Road, ঝিকরগাছা",ChIJa2PuGOwX_zkRN4BUjha-9r4,"4445+M6 Jhikargacha, Bangladesh",7MMF4445+M6
7222,Alimon Nessa Diabetics Hospital.,23.1071087,89.1077793,4.4,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Jessore - Benapole Highway, Jhikargacha",ChIJcUH0jBEW_zkR5elQf4yoOEU,"4445+R4 Jhikargacha, Bangladesh",7MMF4445+R4
7223,Save Eye Hospital,26.2060172,89.1077109,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Barakhata,ChIJtzntw7gS4zkRGBf1-nFTTqE,"6445+C3 Barakhata, Bangladesh",7MRF6445+C3
7224,Abid Diabeteic Hospital,23.106103,89.1069904,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhikargacha,ChIJhTQpHhIX_zkR_IyeiY7y0uM,"4444+CQ Jhikargacha, Bangladesh",7MMF4444+CQ
7225,Shivbati Community Clinic,24.8025389,89.1065649,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Tilach,ChIJMYi0ggtd_DkRi5VVRhidPnk,"R434+2J Kundagram, Bangladesh",7MPFR434+2J
7226,Kadoa Community Clinic,25.1013701,89.1058873,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Mirgram, Joypurhat",ChIJBQiIhOjt_DkRSkMnRk9V5Fw,"4424+G9 Bania Para, Bangladesh",7MQF4424+G9
7227,SALMA MEDICAL CENTRE,23.1054289,89.1057297,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Jessore Road, ঝিকরগাছা",ChIJx6h0M3kX_zkRMRDFXiRB-kM,"4444+57 Jhikargacha, Bangladesh",7MMF4444+57
7228,fatema clinic,23.1029816,89.1056181,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']","ঝিকরগাছা উপজেলা, college Road",ChIJV47GQvkX_zkRFXPQi6M7jcw,"4434+56 Jhikargacha, Bangladesh",7MMF4434+56
7229,Mominpur Union Health and Family Welfare Center,25.7771686,89.1053364,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Rangpur Sadar Upazila,ChIJQdrfPqc34zkRAmDQtSAbDns,"Q4G4+V4 Mominpur, Bangladesh",7MQFQ4G4+V4
7230,Raniyali Community Clinic,23.1988973,89.1042763,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Chaugachha Upazila,ChIJr7qOD2IZ_zkR60eHEvX4zNs,"54X3+HP Raniali, Bangladesh",7MMF54X3+HP
7231,Famous Medical and Diagnostic Center,23.1037909,89.103351,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","New Sonali Market, Jessore - Satkhira Highway, Jhikargacha",ChIJ3SWBpnUX_zkRUtMPyaqOMMg,"4433+G8 Jhikargacha, Bangladesh",7MMF4433+G8
7232,PanthaPara Board Bazar Community Clinic,23.7689914,89.1032292,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Hatia - Laxmipur Road,ChIJP0okdimV_jkRKlXdyHkjVTQ,"Q493+H7 Panthapara, Bangladesh",7MMFQ493+H7
7233,Ujjalpur Community Clinic,22.9827759,89.1026438,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ujjalpur,ChIJJWjD6aRq_zkRLcdGSaPYn54,"X4M3+43 Ujjalpur, Bangladesh",7MJFX4M3+43
7234,Aymapur community Clinic,25.0064167,89.102085,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Etakhola-Gupinathpur Road,ChIJv5rZi_Hz_DkRzVHsEnbyXMs,"2442+HR Khetlal, Bangladesh",7MQF2442+HR
7235,Baitul Shefa Medical,23.1019694,89.1019515,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Jessore - Benapole Highway, Jhikargacha",ChIJmyTYNaIX_zkRwYYVv-bA6Yk,"4422+QQ Jhikargacha, Bangladesh",7MMF4422+QQ
7236,Saidpur Community Clinic,25.7925981,89.1018371,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Munshipara Road, Hariarkuti",ChIJyXmK9DQ34zkROVLPMj-4Tpc,"Q4V2+2P Hariarkuti, Bangladesh",7MQFQ4V2+2P
7237,Shyamnagar Animal Hospital,22.3440286,89.1009002,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Shyamnagar Upazila,ChIJh5Cp_2TDAToRhXwUOexibdU,"84V2+J9 Shyamnagar, Bangladesh",7MJF84V2+J9
7238,NASIMA COMPLEX,23.1017727,89.1008612,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","524 Wapda Road Jhikorgacha, যশোর",ChIJ3-YHRgQW_zkRMzsYPuEk3Ws,"4422+P8 Jhikargacha, Bangladesh",7MMF4422+P8
7239,Rifa Medical Hall,23.0995143,89.0999194,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Central Jam E Mosjid Road, ঝিকরগাছা",ChIJCSu-BucX_zkRouZ8Rcz9ibw,"33XX+RX Jhikargacha, Bangladesh",7MMF33XX+RX
7240,SK CLINIC,23.10134,89.099868,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","NASIMA COMPLEX, WAPDA ROAD, ঝিকরগাছা",ChIJE1Dfl2wX_zkRtLpQH0eSVCg,"432X+GW Jhikargacha, Bangladesh",7MMF432X+GW
7241,Manju Medical,23.0999276,89.0996616,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Jhikorgacha-Trimohoni Bazar Road, Jhikargacha",ChIJgQg0d_MX_zkRhHAFMaVykRM,"33XX+XV Jhikargacha, Bangladesh",7MMF33XX+XV
7242,Veterinary Hospital,25.0644968,89.0982596,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bottoli-Etakhola Road, Bottoli",ChIJZQrHzMvy_DkR722chFPLoKM,"337X+Q8 Bottoli, Bangladesh",7MQF337X+Q8
7243,Jangai Village Community Clinic,25.2999023,89.0974347,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Jangai,ChIJbZCQurbB_DkRy2Zd0OVx0qw,"73XW+XX Baona, Bangladesh",7MQF73XW+XX
7244,Jhikargacha Animal Hospital,23.1009999,89.094946,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhikargacha,ChIJHyNqFIAX_zkRxUb9p1sVMLg,"432V+9X Jhikargacha, Bangladesh",7MMF432V+9X
7245,Bohilapara Posu Hospital,23.1012584,89.0944998,3.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhikargacha,ChIJF2BoCwIW_zkR_7IOfz029mo,"432V+GQ Jhikargacha, Bangladesh",7MMF432V+GQ
7246,Sovenali Union Sastho Saba Complex,22.5617377,89.0941322,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Assasuni Upazila,ChIJWaiUdoLgAToRqND24TjAkts,"H36V+MM Assasuni, Bangladesh",7MJFH36V+MM
7247,Barail Community Clinic,24.9858994,89.0933882,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Khetlal Upazila,ChIJIcTE-O6L_DkRm4Cb7gJytrs,"X3PV+99 Gopinathpur, Bangladesh",7MPFX3PV+99
7248,Moazzem Medical Hall,22.9241061,89.0926419,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Khordo - Kazirhat Road,ChIJKUR9qQ1B_zkRAp_YYXJ0pU8,"W3FV+J3 Chakla, Bangladesh",7MJFW3FV+J3
7249,"SAYERA CLINIC,",23.0932158,89.0916652,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","ঝিকরগাছা - বাঁকড়া রোড, Jhikargacha",ChIJJRuQ7pk__zkR6_HjLgUJfRI,"33VR+7M Kawria, Bangladesh",7MMF33VR+7M
7250,Bantra community clinic,22.8291291,89.0905857,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJR5S66IZD_zkRhR1u0rToJGM,"R3HR+M6 Kalaroa, Bangladesh",7MJFR3HR+M6
7251,Kushlia Sorkari Hospital,22.4407389,89.0904616,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaliganj Upazila,ChIJobtgXv_nAToRrCqWxEcQl4w,"C3RR+75 Kushulia, Bangladesh",7MJFC3RR+75
7252,Kushulia Health Complex,22.4410139,89.0902752,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaliganj Upazila,ChIJ7Vi3JffnAToRLUWgzh9_fig,"C3RR+C4 Kushulia, Bangladesh",7MJFC3RR+C4
7253,Modern Hospital,22.9241645,89.0898098,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Khordo - Kazirhat Road,ChIJ4Vnx1eBB_zkRpj0ADzWWz4o,"W3FQ+MW Chakla, Bangladesh",7MJFW3FQ+MW
7254,Family Planing Clinic,23.0974918,89.0895027,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhikargacha,ChIJpwY5KPw9_zkRUZ7NP9k1_Dk,"33WQ+XR Hazarali, Bangladesh",7MMF33WQ+XR
7255,Chakpur Community Clinic,24.5197546,89.0893475,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","সিংড়া উপজেলা, Chalan Beel",ChIJHbejiF0V_DkRG9ST98MIF0s,"G39Q+WP Sidakali, Bangladesh",7MPFG39Q+WP
7256,koimari clinic,25.9638649,89.0889996,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Jaldhaka Upazila,ChIJ-YuXaKFA4zkRQk7kDbqO9lA,"X37Q+GH Koimari, Bangladesh",7MQFX37Q+GH
7257,Agha Yusuf Adhunic Eye Hospital,23.932171,89.086137,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kushtia - Meherpur Highway,ChIJL9j2zAe9_jkRbhtfhoBC2Yw,"W3JP+VF Barkhada, Bangladesh",7MMFW3JP+VF
7258,Debipur community cliniv,22.3309677,89.0842848,3,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Shyamnagar Upazila,ChIJ4xSGuFTrAToR3pX7CK09FVM,"83JM+9P Shyamnagar, Bangladesh",7MJF83JM+9P
7259,Sidhakhali Community Clinic,24.5087714,89.0841674,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJbdVS_roV_DkRe3RhQl-V2oc,"G35M+GM Sidakali, Bangladesh",7MPFG35M+GM
7260,Hospital,25.892737,89.083226,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Garagram Bus Stand, Rangpur - Jaldhaka Road",ChIJoftvKc1H4zkRHNRVLujleoI,"V3VM+37 Betgari, Bangladesh",7MQFV3VM+37
7261,Jahada hospital,24.2852544,89.0830976,4.5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Rajshahi - Pabna Highway,ChIJpX7BkmIY_DkRVmBuLimXp8Y,"73PM+46 Bonpara, Bangladesh",7MPF73PM+46
7262,Health care hospital,24.2985687,89.0829784,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhaka - Rajshahi Highway, Bonpara",ChIJxRTu5IwZ_DkRkxTqfUraQQQ,"73XM+C5 Bonpara, Bangladesh",7MPF73XM+C5
7263,Swadesh Clinic,24.2982518,89.0829216,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhaka - Rajshahi Highway, Bonpara",ChIJzzD-cUsZ_DkRLnGHgO0i7F8,"73XM+85 Bonpara, Bangladesh",7MPF73XM+85
7264,Bonpara Diagnostic Center and Digital Lab,24.2906857,89.0821699,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, Bonpara",ChIJl6go8R0Z_DkRjiJN7fg99wY,"73RJ+7V Bonpara, Bangladesh",7MPF73RJ+7V
7265,Sonar bangla diagnostic centre,24.2881481,89.0821625,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Rajshahi - Pabna Highway, Bonpara",ChIJMf2_rzgZ_DkRetJ8eylJkQQ,"73QJ+7V Bonpara, Bangladesh",7MPF73QJ+7V
7266,Patwary General Hospital,24.2893373,89.0818797,3.9,7,"['hospital', 'health', 'point_of_interest', 'establishment']","N6, Bonpara",ChIJ23vzhGMY_DkRhhvoFuxWTRg,"73QJ+PQ Bonpara, Bangladesh",7MPF73QJ+PQ
7267,Aftab Uddin Memorial Trust & Hospital,23.8956571,89.0817866,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhaka Mina Para,ChIJeXJoKkK9_jkRYekeWQsAxn0,"V3WJ+7P Kushtia, Bangladesh",7MMFV3WJ+7P
7268,Nawabganj Upazila Health Complex,25.4181001,89.0814212,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Nawabganj,ChIJVVVVVYq4_DkRiy4vjDZ1BJc,"C39J+6H Nawabganj, Bangladesh",7MQFC39J+6H
7269,Mahmudpur Health Subcenter,24.9970507,89.0813635,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Khetlal Upazila,ChIJc8nUZ6eM_DkRmMiViHc4vY4,"X3WJ+RG Khetlal, Bangladesh",7MPFX3WJ+RG
7270,Swadesh Clinic,24.3048178,89.08047,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Rajshahi - Dhaka Highway, Bonpara",ChIJhdJgca8Z_DkR7gRRIuzD-dU,"833J+W5 Bonpara, Bangladesh",7MPF833J+W5
7271,Al Noor Hospital Bonpara Baipas,24.2982337,89.0803295,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Bonpara,ChIJMcmtgtcZ_DkRblhvyZ07t-o,"73XJ+74 Bonpara, Bangladesh",7MPF73XJ+74
7272,Friendship Hospital Shyamnagar,22.3323159,89.0798869,4.2,10,"['hospital', 'health', 'point_of_interest', 'establishment']",Shyamnagar Upazila,ChIJrZq8novpAToR7_0uaChGbiQ,"83JH+WX Soalia, Bangladesh",7MJF83JH+WX
7273,Boha Hospital,24.7741496,89.0798086,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJ7c0paWNn_DkRfYVCT0uqvJI,"Q3FH+MW Kundagram, Bangladesh",7MPFQ3FH+MW
7274,Bohar Community Clinic,24.774194,89.0797509,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Raninagar Upazila,ChIJDaDKSaNn_DkRxw31fqSQFKk,"Q3FH+MW Kundagram, Bangladesh",7MPFQ3FH+MW
7275,Amina Hospital,24.2983948,89.0792862,4.8,16,"['hospital', 'health', 'point_of_interest', 'establishment']",Bonpara,ChIJawHZ1W4Y_DkReEpazA7Zd9I,"73XH+9P Bonpara, Bangladesh",7MPF73XH+9P
7276,All Nur Hospital,24.2982441,89.0791953,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bonpara,ChIJ_RKbT8QZ_DkR1mZiAZX0cd4,"73XH+7M Bonpara, Bangladesh",7MPF73XH+7M
7277,Bhandargram Government Health Center,24.7595076,89.0770844,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhatohali - Bogarbari Bazar Road,ChIJ-2SYwINn_DkRAOJ3ftJGNPw,"Q35G+RR Champapur, Bangladesh",7MPFQ35G+RR
7278,Shovon Clinic,24.1270486,89.0766864,3.2,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Ishwardi,ChIJvy2n6BKg_jkRQ-K-UGpR9hc,"43GG+RM Ishwardi, Bangladesh",7MPF43GG+RM
7279,Dier Shahapur community clinic,24.0730887,89.0766177,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Road, Chor Sahapur",ChIJK5KYRnyh_jkR3Iw0eGkAy3c,"33FG+6J Sahapur, Bangladesh",7MPF33FG+6J
7280,Backchua Hospital,23.7261866,89.0759992,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kustia Sadar Upazila,ChIJq04dEzjA_jkRvBmq2L3RItU,"P3GG+F9 Dobila, Bangladesh",7MMFP3GG+F9
7281,Vaina Union Health and Family Welfare Center,23.7261496,89.0759847,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Lalon Road,ChIJFzyq2H_B_jkRwZlwauChCSY,"P3GG+F9 Dobila, Bangladesh",7MMFP3GG+F9
7282,"Diseases of the Chest Clinic, Satkhira (Bokho badhi Hospital/ TB Hospital)",22.6907443,89.0758962,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkhira,ChIJpRbRhCJf_zkRay5TO0uaR8k,"M3RG+79 Satkhira, Bangladesh",7MJFM3RG+79
7283,Mahin Dental,22.4347795,89.0758383,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Zirengacha,ChIJ_fjTN7bnAToRh9ZkMjARp4g,"C3MG+W8 Kushulia, Bangladesh",7MJFC3MG+W8
7284,Duaria Union health Complex,24.2000474,89.0754602,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Ishwardi - Kadamchilan Road, Ishwardi",ChIJfUZA-8Qf_DkRUj9KEAcJlrM,"632G+25 Hossainpur, Bangladesh",7MPF632G+25
7285,Jahid hospital,22.3941539,89.075,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkhira - Kalaroa Road,ChIJCdYR-1PpAToRi6pLJA69JMY,"93VF+MX Jahajghata, Bangladesh",7MJF93VF+MX
7286,RAMCHANDRAPUR COMMUNITY CLINIC,23.5439902,89.0747338,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","bazar gopalpur, Jhenaidah - Chuadanga Road",ChIJhXlfZQjd_jkRH1ynWxFewJ4,"G3VF+HV Holidhani, Bangladesh",7MMFG3VF+HV
7287,Union Health and Family Welfare Center,24.3278874,89.0746596,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Bangra - Belpukuriya - -Puthiya, Rajshahi - Dhaka Highway",ChIJP9cvj6oZ_DkR0FEI_uL7kJo,"83HF+5V Ahmedpur, Bangladesh",7MPF83HF+5V
7289,Baliadanga gov. hospital,23.3779616,89.0745676,4.3,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaliganj Upazila,ChIJV5K0OXUg_zkR5sNhaRwDpAc,"93HF+5R Elangi, Bangladesh",7MMF93HF+5R
7290,"Ramchandrapur community clinic,jhenadha sador",23.5430849,89.0743789,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhenaidah Sadar Upazila,ChIJVc_iGB3d_jkRU9aDsSAOxz0,"G3VF+6Q Holidhani, Bangladesh",7MMFG3VF+6Q
7291,Sumon Clinic,23.6474026,89.0739982,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Harinakunda Upazila,ChIJd3T3YQXD_jkR5TfRlymk6oc,"J3WF+XH Horinakunda, Bangladesh",7MMFJ3WF+XH
7292,Satkhira Maternity Hospital,22.7116094,89.0738171,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Paka Pull Road, Satkhira",ChIJY7ggaXVe_zkRcfqNwFxdKPE,"P36F+JG Satkhira, Bangladesh",7MJFP36F+JG
7293,Shamsur Rahman Sharif Homoeopathic Medical College and Hospital,24.1122882,89.0734869,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Ishwardi,ChIJeYIPNK2h_jkRVuv4x6r22eg,"436F+W9 Ishwardi, Bangladesh",7MPF436F+W9
7294,Fatima Diagnostic and Consultation Center,22.7201576,89.0733414,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkhira,ChIJLdd4D1xd_zkR0bIa3Y0BXIQ,"P3CF+38 Satkhira, Bangladesh",7MJFP3CF+38
7296,"Nowab memorial diagnostic & consultant center,Khan Market, Pakapole,Satkhira",22.7117945,89.0731378,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Paka Pull, Paka Pull Road, Satkhira",ChIJQ9YxevZf_zkRvh_JdqG5pvQ,"P36F+P7 Satkhira, Bangladesh",7MJFP36F+P7
7297,Hospital,22.9773862,89.0723248,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bankra College Road, Bankra",ChIJ6XZ0ocVB_zkRRA-SDHuep4s,"X3GC+XW Bankra, Bangladesh",7MJFX3GC+XW
7298,K.H. Health Technology Institute,25.3333158,89.0719195,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Dalar Darga Bazar,ChIJKVs6kgu__DkRCwXVUtKnPHc,"83MC+8Q Palash Bari, Bangladesh",7MQF83MC+8Q
7299,Hospital,22.9796991,89.0717247,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bankra Kopotakkho Bridge, Bankra",ChIJfz6j5NJB_zkRLjy5kbbwg7g,"X3HC+VM Bankra, Bangladesh",7MJFX3HC+VM
7300,Ishwardi Gov. Hospital,24.1275632,89.0715171,4.2,18,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Ishwardi",ChIJjXkBwW2g_jkRqqjcBQ9b8PI,"43HC+2J Ishwardi, Bangladesh",7MPF43HC+2J
7301,Perfect smile dental clinic,24.0825755,89.071382,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chor Sahapur,ChIJz4xLVVuh_jkRcI_b7PMc-y8,"33MC+2H Chor Sahapur, Bangladesh",7MPF33MC+2H
7302,Nazmun clinic and diagnostic,22.7162354,89.0712349,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Satkhira - Kaliganj Highway, Satkhira",ChIJyWTmwgRd_zkR7EGdZOS3260,"P38C+FF Satkhira, Bangladesh",7MJFP38C+FF
7303,Ishwardi Upozila Health complex,24.127441,89.0710192,4,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Ishwardi",ChIJ2_K73G2g_jkRDqOD0y5yo9o,"43GC+XC Ishwardi, Bangladesh",7MPF43GC+XC
7304,Satata Clinic Satkhira,22.7221601,89.07058,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Khulna - Satkhira Road,ChIJ376iMbVd_zkRULW8GuEHY8I,"P3CC+V6 Satkhira, Bangladesh",7MJFP3CC+V6
7305,Health Care Diagnostic Center.,25.6539681,89.0704766,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Badarganj,ChIJOVpJ1zq1_DkR1Hhv8Fmcsjw,"M33C+H5 Badarganj, Bangladesh",7MQFM33C+H5
7306,Lohanipara Union Health and Family Welfare Center,25.6539682,89.0704764,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","সাহেবগঞ্জ,লোহানীপাড়া, Badarganj",ChIJj26w6RC1_DkRdwkrYJ_0kc8,"M33C+H5 Badarganj, Bangladesh",7MQFM33C+H5
7307,Anwara Memorial Clinic,22.7221546,89.0704348,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Khulna - Satkhira Road, Satkhira",ChIJWRXmL1hd_zkRzPp2fq6IWmc,"P3CC+V5 Satkhira, Bangladesh",7MJFP3CC+V5
7308,Dr. Mahtab Uddin Memorial Hospital,22.7116302,89.0703635,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']","সাতক্ষীরা সদর উপজেলা, Abul Kashem Sarak. Beside AB Bank",ChIJcfXmMQ1f_zkRVMm4H4MFY-4,"P36C+M4 Satkhira, Bangladesh",7MJFP36C+M4
7309,Rahela Memorial Hospital,24.3439798,89.070254,5,6,"['hospital', 'health', 'point_of_interest', 'establishment']","Ahmedpur,Baraigram,natore., Z6015, Ahmedpur",ChIJISkQj5IX_DkRqm1RBgZTBs0,"83VC+H4 Ahmedpur, Bangladesh",7MPF83VC+H4
7312,Shefa Diagnostic Center,22.722034,89.0699501,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']","P3C9+RX Satkhira, Satkhira",ChIJ3RRcettd_zkRSskgrYuzev4,"P3C9+RX Satkhira, Bangladesh",7MJFP3C9+RX
7313,"Bushra Hospital,Satkhira",22.7220188,89.0698297,4.6,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Khulna - Satkhira Road, Satkhira",ChIJNd-JcNtd_zkRW17yX-RgGRY,"P3C9+RW Satkhira, Bangladesh",7MJFP3C9+RW
7314,Ishwardi Eye Hospital & Phaco Center,24.1235139,89.0696934,4.2,10,"['hospital', 'health', 'point_of_interest', 'establishment']","Sher Shah Road, Ishwardi",ChIJeWgMs26g_jkRTcSbTP609Tw,"43F9+CV Ishwardi, Bangladesh",7MPF43F9+CV
7315,Allo General Hospital,24.1245704,89.0696074,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Ishwardi",ChIJy9VFtaOh_jkRbhkIm1p5oCg,"43F9+RR Ishwardi, Bangladesh",7MPF43F9+RR
7316,Ishwardi Eye Hospital,24.1234499,89.0695937,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ishwardi,ChIJw16MvA-h_jkRw4jURi6Ud0E,"43F9+9R Ishwardi, Bangladesh",7MPF43F9+9R
